accuracy,loss,val_accuracy,val_loss
0.07304786145687103,3.1565470695495605,0.019999999552965164,3.065011978149414
0.10327456146478653,2.965345859527588,0.10000000149011612,3.0141680240631104
0.14609572291374207,2.828737258911133,0.10999999940395355,2.9605953693389893
0.19647355377674103,2.685549259185791,0.12999999523162842,2.9119341373443604
0.2191435694694519,2.6039371490478516,0.1599999964237213,2.8694167137145996
0.26448363065719604,2.4891042709350586,0.1599999964237213,2.826960563659668
0.2896725535392761,2.445646047592163,0.1899999976158142,2.785388231277466
0.32241812348365784,2.378539800643921,0.20000000298023224,2.7469470500946045
0.3501259386539459,2.3067522048950195,0.2199999988079071,2.701383352279663
0.3073047995567322,2.2824747562408447,0.23999999463558197,2.6572093963623047
0.367758184671402,2.2026658058166504,0.23999999463558197,2.609354257583618
0.36272040009498596,2.160883903503418,0.23999999463558197,2.564220905303955
0.35768261551856995,2.17504620552063,0.25,2.515751838684082
0.380352646112442,2.1104490756988525,0.25999999046325684,2.4748623371124268
0.377833753824234,2.142199993133545,0.27000001072883606,2.4400248527526855
0.372795969247818,2.034315824508667,0.28999999165534973,2.3941824436187744
0.39546599984169006,2.05649471282959,0.2800000011920929,2.3626086711883545
0.4156171381473541,1.9876909255981445,0.2800000011920929,2.3175134658813477
0.4357682764530182,1.914648413658142,0.2800000011920929,2.2856714725494385
0.4634760618209839,1.8952873945236206,0.28999999165534973,2.255589485168457
0.4408060312271118,1.8938266038894653,0.3100000023841858,2.2232086658477783
0.45591938495635986,1.8617336750030518,0.3100000023841858,2.1975271701812744
0.5239294767379761,1.7906521558761597,0.33000001311302185,2.170928955078125
0.48110830783843994,1.81686270236969,0.33000001311302185,2.1401216983795166
0.45088160037994385,1.8200830221176147,0.3499999940395355,2.110380172729492
0.45088160037994385,1.8096859455108643,0.3199999928474426,2.090501308441162
0.4659949541091919,1.7722604274749756,0.3100000023841858,2.0816357135772705
0.498740553855896,1.7264286279678345,0.33000001311302185,2.0406105518341064
0.5214105844497681,1.6617765426635742,0.3400000035762787,2.005586624145508
0.50629723072052,1.6532132625579834,0.3400000035762787,1.983583927154541
0.5390428304672241,1.6442205905914307,0.3400000035762787,1.9587984085083008
0.5516372919082642,1.6032118797302246,0.3499999940395355,1.938783884048462
0.5188916921615601,1.6704269647598267,0.3400000035762787,1.9185154438018799
0.5390428304672241,1.5639983415603638,0.36000001430511475,1.9123104810714722
0.5516372919082642,1.56183922290802,0.3799999952316284,1.8982467651367188
0.5818639993667603,1.5021698474884033,0.4000000059604645,1.8715652227401733
0.5390428304672241,1.5941141843795776,0.41999998688697815,1.8443725109100342
0.5214105844497681,1.570077896118164,0.4300000071525574,1.8270710706710815
0.5793451070785522,1.4711815118789673,0.4399999976158142,1.8220046758651733
0.5818639993667603,1.438729166984558,0.44999998807907104,1.79974365234375
0.5818639993667603,1.4714192152023315,0.44999998807907104,1.7823961973190308
0.516372799873352,1.5168811082839966,0.44999998807907104,1.7605079412460327
0.5617128610610962,1.4555021524429321,0.46000000834465027,1.7529903650283813
0.5617128610610962,1.4481126070022583,0.44999998807907104,1.7294436693191528
0.6120907068252563,1.3784730434417725,0.4699999988079071,1.7200672626495361
0.6272040009498596,1.3508576154708862,0.4399999976158142,1.7138123512268066
0.6020151376724243,1.4039881229400635,0.46000000834465027,1.6965218782424927
